Group,Mag Group,Mag Avg,CosDist Sum,DotProd Sum,CosDist Sim,N1,N2,N3,Type
podan_pa_biti,3.980792597449875,1.7077751773519039,0.8231064747947223,3.6077251119604994,0.4330678161482911,0.046087012517807335,0.08040143280003809,0.08150556869118719,0
pravi_poslastica_ki,3.3167841442083343,1.8864420426759674,1.0342288294050925,-0.642501250292741,0.234476452604214,0.04109291283658456,0.054404891265120936,0.08365484067928763,0
biti_se_nemški,3.399474725564943,1.672595699291439,0.9948605563542139,0.08766780954450012,0.30858523312462777,0.06471221136401617,0.06930419745001393,0.06986966181427345,0
o_velik_konflikt,3.4484362516042286,1.8904067877943511,1.0022163889955318,-0.04334556915662041,0.4813873390785605,0.04630075564131608,0.11869216496371648,0.1222485937927702,0
miza_za_pet,3.7650771552316042,1.843838027632165,1.017381255560382,-0.3619920626272002,0.5356399003977349,0.1685347372386905,0.2027723126606077,0.2162767133821205,0
biti_cesten_povezava,3.2731282206048697,2.0332410494413264,1.060970471710474,-1.2172861969573998,0.19984422586745204,0.09448705533013835,0.10241566944928293,0.12041914172551549,0
imeti_le_nekaj,2.569313743211494,1.6150688780063502,0.8906470387326753,1.3613192672780294,0.1923642452598008,0.08344020433663069,0.08476255059679871,0.09719861728396517,0
opisan_vrsten_red,3.426358751394181,2.6360208808408947,1.003771299476643,-0.10218660128624008,0.16578550755853855,0.10036856969290553,0.116256487976927,0.11762053690065721,0
z_kateri_upravljati,3.0231648079009332,1.7882415784999162,1.0206090859427877,-0.3342473685852002,0.33754376430885996,0.01309994127170977,0.08412458472513962,0.10700947778263792,0
dober_pogoj_in,3.273771659604279,1.7087125537751162,0.8522309612031373,2.4798310757452207,0.4656269710032597,0.11974122754738137,0.1267039269112874,0.13786395034572219,0
on_policist_v,4.387180074208771,1.8279448900703061,0.9385020930974876,1.4795517100845497,0.6326491434811136,0.026365548189710708,0.051874268678913316,0.05851483114499023,0
uvrstiti_na_tekma,3.548405669252838,2.167645896267072,0.9129443607287091,2.0088141832483,0.17122704381885517,0.06365250337482964,0.07087242851189879,0.07442251906054775,0
ta_peticija,5.004549203498991,2.107141578160415,0.9462046650316724,1.1345752145764396,0.6254078476000966,0.03581040610526409,0.09080535776861709,0.09484033727621777,0
biti_marsikje,3.556902470719379,1.807123308583973,1.0458891380404212,-0.5899288567896996,0.49285386353640426,0.024279587695798077,0.026107361896018366,0.02847485793721083,0
imeti_zdaj_možnost,2.5733706811989143,1.6726757545917434,1.0524565876862897,-0.6773847286880599,0.2266897107534105,0.12104904990370513,0.12116231834581803,0.13004278282401915,0
izobraževalen_središče,3.527849429415364,2.6325514329047373,0.9156607456708308,1.5665586480329998,0.30062481652488093,0.027306040449318614,0.03774353005663478,0.07795776136911248,0
sprva_domnevati,3.382276020510581,2.0479340876276155,0.9273262489289952,1.0067753972103006,0.38914302951011276,0.13885674354489586,0.16816167108135893,0.1716111487279236,0
zaradi_karton_biti,3.351067783711606,2.0156637547744523,0.806924989817228,3.912448376715599,0.4085826597357654,0.0646959298841513,0.07740230648660662,0.09025243683485384,0
sam_vrag,3.142833974692068,2.036642158882145,1.0114170842412762,-0.14615758888962,0.6195483897511035,0.20738673332352142,0.2311072454140758,0.23937376621035067,0
o_stanje,3.8381236995033126,2.1109964295718258,1.1684805463318948,-2.730148210965499,0.6062003837092829,0.10907073359797248,0.11267197906665749,0.11918369841971832,0
še_odškodnina,3.8548710182948662,2.088565367885154,0.9475264242660197,0.8449452697155001,0.6776931380338826,0.046003525675090584,0.050016966745628166,0.06651385150607003,0
iz_luč,3.735122169734256,2.0297801383068323,0.9067014338095672,1.4146818290240004,0.6592849171773235,0.17659311907226194,0.2828133086884621,0.2845058789407148,0
pa_že_vedeti,2.934330553058753,1.5884591273315434,0.9713443884018529,0.40069693171616017,0.2845876321856444,0.066207429368357,0.08109182455151176,0.09076385393285413,0
črtalo_za_ustnica,3.9591970593604877,2.3390080273310763,1.0353852407793613,-0.9830650138883289,0.12976433209483215,0.08828699756477398,0.1097098925678579,0.1143857390834484,0
dolg_do_država,2.9714230490159084,1.900722340744048,1.0533026222835433,-0.9031356734670001,0.2979118827636987,0.1427464762169277,0.14723985832468556,0.17583614773496758,0
kar_se_že,2.08600886149079,1.5780173966094426,0.9601065972891107,0.39395831522477,0.3207083040808901,0.12780524896627088,0.15712826631163246,0.17298000047213735,0
kar_priti,3.445880028284175,1.655297058567894,1.0434209336161209,-0.49534210932153006,0.4450648599188955,0.07656361646861698,0.08741955842998572,0.08892119669831144,0
uporabljati_biti_tudi,2.9369048928427457,1.6494478818006868,1.0035819430090174,-0.05205571388579947,0.285390711740728,0.01303371911815554,0.0284118274558377,0.030287124543273647,0
stanje_sanirati,3.324778544753319,2.6134277374139843,0.9903676964204844,0.16739149064510023,0.3497271796519925,0.14963847601924274,0.20511508004151457,0.20749896283114033,0
rod_vojska,3.9454337465629314,2.5485460518109733,0.9179548863664868,1.6499468599484002,0.29009744407205784,0.15731241539310448,0.1713612423188191,0.1797356647739069,0
na_svoj_razstaven,3.4692620324603696,1.9125775879415867,0.856427804269549,2.8579048311348405,0.46419929687787564,0.07200414411598377,0.0943891553145153,0.09961217989857263,0
na_ponedeljkov_skupščina,3.4790026620993024,2.220344662454908,0.9708421865829968,0.6756960237141995,0.22509066244424947,0.12717488373371588,0.1496727856673612,0.15080591030141566,0
ugotoviti_biti,3.4328712368731757,1.706351892156189,0.900689894048077,1.1634549002435,0.3950233954292738,0.012162477959378304,0.01579459356207491,0.02667607635596614,0
ves_verjetnost_se,2.460444103057405,1.604227305549088,1.0601206453126992,-0.7119086920470997,0.46522837851662086,0.11079712085970361,0.12142975603358641,0.12655112480265462,0
mejen_prehod_ki,3.901022079007121,2.4132412856298995,1.137537166640626,-3.884369031355631,0.11539044903514051,0.039750158952605474,0.039893644459160105,0.04155327324451963,0
ves_ta_primer,2.957406932880205,1.5394048514054826,1.0202649761585159,-0.2767778232089496,0.2552365357262365,0.05288618630584063,0.05639304181395677,0.05860144723638361,0
ki_štrleti_iz,3.5794251195950437,1.9895321985746415,0.9861546105323612,0.2957949024009998,0.47420766869459763,0.06608059298753066,0.22626114742504821,0.23483357610526656,0
pokojnina_z_plača,4.93322909399506,2.619007136271688,0.9213856543858693,3.0471302902244988,0.1870781271194148,0.06383295330968142,0.074015476722751,0.07591083886786743,0
